t,m,j,u,Price
2016-17,Ashanti,Milk (evaporated),Gram,2.4
2016-17,Ashanti,Milk (evaporated),Heap,4
2016-17,Ashanti,Milk (evaporated),Margarin tin,3
2016-17,Ashanti,Milk (evaporated),Millilitre,3
2016-17,Ashanti,Milk (evaporated),Packet,14.41666667
2016-17,Ashanti,Milk (evaporated),Piece,3.071428571
2016-17,Ashanti,Milk (evaporated),Satchet,1.628571429
2016-17,Ashanti,Milk (evaporated),Single,2.638976474
2016-17,Ashanti,Milk (evaporated),Tin,2.711928768
2016-17,Ashanti,Milk (fresh),Millilitre,0.502
2016-17,Ashanti,Milk (fresh),Tin,2.5
2016-17,Ashanti,Milk (powdered),American Tin (Olonka),10
2016-17,Ashanti,Milk (powdered),Box/Carton,32
2016-17,Ashanti,Milk (powdered),Gram,1.05787037
2016-17,Ashanti,Milk (powdered),Heap,0.2
2016-17,Ashanti,Milk (powdered),Margarin tin,6
2016-17,Ashanti,Milk (powdered),Packet,4.736263736
2016-17,Ashanti,Milk (powdered),Piece,15
2016-17,Ashanti,Milk (powdered),Satchet,1.657839496
2016-17,Ashanti,Milk (powdered),Single,0.705026455
2016-17,Ashanti,Milk (powdered),Tin,25.1372549
2016-17,Ashanti,"Milk (tinned, condensed)",Single,2.5
2016-17,Ashanti,Millet (flour),Bowl,2.6
2016-17,Ashanti,Millet (flour),Margarin tin,3.527777778
2016-17,Ashanti,Oil (coconut),Gram,1.5
2016-17,Ashanti,Oil (groundnut),Beer bottle,4
2016-17,Ashanti,Oil (groundnut),Litres,2
2016-17,Ashanti,Oil (groundnut),Millilitre,2
2016-17,Ashanti,Oil (palm kernel),Beer bottle,4.583333333
2016-17,Ashanti,Oil (palm kernel),Fanta bottle,3
2016-17,Ashanti,Oil (palm kernel),Litres,2
2016-17,Ashanti,Oil (palm),Beer bottle,5.5635882
2016-17,Ashanti,Oil (palm),Bowl,3.92
2016-17,Ashanti,Oil (palm),Fanta bottle,2.71268978
2016-17,Ashanti,Oil (palm),Gram,2.176754386
2016-17,Ashanti,Oil (palm),Heap,0.9480708181
2016-17,Ashanti,Oil (palm),Litres,5.446664358
2016-17,Ashanti,Oil (palm),Millilitre,1.56375
2016-17,Ashanti,Oil (palm),Mini bag,4
2016-17,Ashanti,Oil (palm),Other unit,2.716203704
2016-17,Ashanti,Oil (palm),Piece,2.5
2016-17,Ashanti,Oil (palm),Satchet,2.666666667
2016-17,Ashanti,Oil (palm),Single,1.736682163
2016-17,Ashanti,Oil (palm),Tin,1.925
2016-17,Ashanti,Oil (vegetable),Balls,1.5
2016-17,Ashanti,Oil (vegetable),Beer bottle,5.636320153
2016-17,Ashanti,Oil (vegetable),Bowl,2.75
2016-17,Ashanti,Oil (vegetable),Fanta bottle,3.294362965
2016-17,Ashanti,Oil (vegetable),Gram,3.254381443
2016-17,Ashanti,Oil (vegetable),Heap,2.826694139
2016-17,Ashanti,Oil (vegetable),Kilogram,16
2016-17,Ashanti,Oil (vegetable),Litres,8.476900719
2016-17,Ashanti,Oil (vegetable),Loaf,6.345
2016-17,Ashanti,Oil (vegetable),Margarin tin,1
2016-17,Ashanti,Oil (vegetable),Millilitre,3.730971429
2016-17,Ashanti,Oil (vegetable),Other unit,5.591690962
2016-17,Ashanti,Oil (vegetable),Packet,1
2016-17,Ashanti,Oil (vegetable),Satchet,2.892307692
2016-17,Ashanti,Oil (vegetable),Single,5.300307198
2016-17,Ashanti,Oil (vegetable),Tin,1.75
2016-17,Ashanti,Oil (vegetable),Tot (25mls),0.79
2016-17,Ashanti,Okra,American Tin (Olonka),5.833333333
2016-17,Ashanti,Okra,Balls,1.041666667
2016-17,Ashanti,Okra,Bowl,2.512579774
2016-17,Ashanti,Okra,Bucket,10
2016-17,Ashanti,Okra,Bunch,0.5
2016-17,Ashanti,Okra,Bundle,1.5
2016-17,Ashanti,Okra,Fingers,0.348021423
2016-17,Ashanti,Okra,Gram,0.2083333333
2016-17,Ashanti,Okra,Heap,1.382920001
2016-17,Ashanti,Okra,Litres,0.4444444444
2016-17,Ashanti,Okra,Margarin tin,2
2016-17,Ashanti,Okra,Other unit,2
2016-17,Ashanti,Okra,Rolls,1
2016-17,Ashanti,Okra,Single,0.2119574316
2016-17,Ashanti,Okra,Tubers,3
2016-17,Ashanti,Onion,American Tin (Olonka),13.89014085
2016-17,Ashanti,Onion,Balls,0.4081920457
2016-17,Ashanti,Onion,Basket,4.833333333
2016-17,Ashanti,Onion,Bowl,5.106759042
2016-17,Ashanti,Onion,Bundle,3.291208791
2016-17,Ashanti,Onion,Fingers,0.8333333333
2016-17,Ashanti,Onion,Gram,0.4546884287
2016-17,Ashanti,Onion,Heap,2.024786498
2016-17,Ashanti,Onion,Margarin tin,2
2016-17,Ashanti,Onion,Other unit,3.35
2016-17,Ashanti,Onion,Packet,0.3
2016-17,Ashanti,Onion,Piece,0.6832817673
2016-17,Ashanti,Onion,Rolls,1.5
2016-17,Ashanti,Onion,Set,1
2016-17,Ashanti,Onion,Single,0.5252438108
2016-17,Ashanti,Onion,Tubers,5
2016-17,Ashanti,Orange,Balls,0.322502069
2016-17,Ashanti,Orange,Bowl,5.491071429
2016-17,Ashanti,Orange,Heap,1.3266477
2016-17,Ashanti,Orange,Other unit,0.1666666667
2016-17,Ashanti,Orange,Piece,0.2797619048
2016-17,Ashanti,Orange,Single,0.7557312642
2016-17,Ashanti,Other Alcoholic Beverages,Bowl,7
2016-17,Ashanti,Other Beverages,Bowl,7
2016-17,Ashanti,Other Beverages,Litres,11.5
2016-17,Ashanti,Other Beverages,Packet,12
2016-17,Ashanti,Other Beverages,Satchet,1.119548872
2016-17,Ashanti,Other Beverages,Single,1.625
2016-17,Ashanti,Other Beverages,Tin,19
2016-17,Ashanti,Other Cereal,Margarin tin,2.916666667
2016-17,Ashanti,Other Cereal,Single,0.5
2016-17,Ashanti,Other Domestic Poultry,Pound,8
2016-17,Ashanti,Other Domestic Poultry,Single,35
2016-17,Ashanti,Other Fish,1000 kg /metric tonnes/tonnes,3.333333333
2016-17,Ashanti,Other Fish,Bowl,15
2016-17,Ashanti,Other Fish,Box/Carton,80
2016-17,Ashanti,Other Fish,Bucket,50
2016-17,Ashanti,Other Fish,Fingers,4.5
2016-17,Ashanti,Other Fish,Gram,0.8285714286
2016-17,Ashanti,Other Fish,Heap,9.145061728
2016-17,Ashanti,Other Fish,Kilogram,20
2016-17,Ashanti,Other Fish,Margarin tin,10
2016-17,Ashanti,Other Fish,Millilitre,2.444444444
2016-17,Ashanti,Other Fish,Piece,1.416666667
2016-17,Ashanti,Other Fish,Pound,10.95238095
2016-17,Ashanti,Other Fish,Single,3.598331199
2016-17,Ashanti,Other Flours,American Tin (Olonka),7.333333333
2016-17,Ashanti,Other Flours,Balls,0.5
2016-17,Ashanti,Other Flours,Margarin tin,1.4375
2016-17,Ashanti,Other Fruits,Balls,0.2
2016-17,Ashanti,Other Fruits,Bowl,0
2016-17,Ashanti,Other Fruits,Heap,0.5
2016-17,Ashanti,Other Fruits,Single,0.8888888889
2016-17,Ashanti,Other Leafy Vegetable,Bundle,5
2016-17,Ashanti,Other Meat,Gram,7.5
2016-17,Ashanti,Other Meat,Heap,7.663333333
2016-17,Ashanti,Other Meat,Piece,6.211111111
2016-17,Ashanti,Other Meat,Pound,11.4
2016-17,Ashanti,Other Meat,Single,62.83870968
2016-17,Ashanti,Other Milk Products,Packet,1
2016-17,Ashanti,Other Milk Products,Piece,1
2016-17,Ashanti,Other Milk Products,Satchet,1
2016-17,Ashanti,Other Milk Products,Single,1.007021308
2016-17,Ashanti,Other Oils,Beer bottle,12
2016-17,Ashanti,Other Oils,Fanta bottle,4
2016-17,Ashanti,Other Oils,Litres,9.58
2016-17,Ashanti,Other Oils,Other unit,16.1
2016-17,Ashanti,Other Oils,Single,25
2016-17,Ashanti,Other Spices,Gram,0.016
2016-17,Ashanti,Other Spices,Heap,0.3166666667
2016-17,Ashanti,Other Spices,Satchet,0.525
2016-17,Ashanti,Other Spices,Single,1.66875
2016-17,Ashanti,Other Spices,Tin,7.333333333
2016-17,Ashanti,Other Spirits,Blister / Strip,1.5
2016-17,Ashanti,Other Spirits,Satchet,0.7842592593
2016-17,Ashanti,Other Spirits,Set,0.8
2016-17,Ashanti,Other Spirits,Tot (25mls),1.166666667
2016-17,Ashanti,Other Tobacco,Other unit,10
2016-17,Ashanti,Other Tobacco,Rolls,1
2016-17,Ashanti,Other Tubers,Single,1.666666667
2016-17,Ashanti,Other Vegetable,Balls,3
2016-17,Ashanti,Other Vegetable,Bowl,2.203703704
2016-17,Ashanti,Other Vegetable,Bundle,1.485632184
2016-17,Ashanti,Other Vegetable,Gram,0.4666666667
2016-17,Ashanti,Other Vegetable,Heap,2.0828125
2016-17,Ashanti,Other Vegetable,Margarin tin,4
2016-17,Ashanti,Other Vegetable,Other unit,2.125
2016-17,Ashanti,Other Vegetable,Piece,1.125
2016-17,Ashanti,Other Vegetable,Single,2.465051998
2016-17,Ashanti,Palm Nut,American Tin (Olonka),4.649122807
2016-17,Ashanti,Palm Nut,Basket,12
2016-17,Ashanti,Palm Nut,Bowl,3.521428571
2016-17,Ashanti,Palm Nut,Bunch,14.33333333
2016-17,Ashanti,Palm Nut,Heap,2.593407578
2016-17,Ashanti,Palm Nut,Margarin tin,3
2016-17,Ashanti,Palm Nut,Tin,5
2016-17,Ashanti,Pawpaw,Balls,1
2016-17,Ashanti,Pawpaw,Bowl,2
2016-17,Ashanti,Pawpaw,Gram,1
2016-17,Ashanti,Pawpaw,Heap,1.416666667
2016-17,Ashanti,Pawpaw,Other unit,1
2016-17,Ashanti,Pawpaw,Piece,1
2016-17,Ashanti,Pawpaw,Single,2.255369451
2016-17,Ashanti,"Pepper (dried, red)",American Tin (Olonka),10
2016-17,Ashanti,"Pepper (dried, red)",Bowl,6
2016-17,Ashanti,"Pepper (dried, red)",Bundle,0.5
2016-17,Ashanti,"Pepper (dried, red)",Heap,0.9166666667
2016-17,Ashanti,"Pepper (dried, red)",Margarin tin,3
2016-17,Ashanti,"Pepper (dried, red)",Single,0.6
2016-17,Ashanti,Pepper (fresh),American Tin (Olonka),10.11538462
2016-17,Ashanti,Pepper (fresh),Balls,1.5
2016-17,Ashanti,Pepper (fresh),Beer bottle,1.25
2016-17,Ashanti,Pepper (fresh),Bowl,2.176037037
2016-17,Ashanti,Pepper (fresh),Bucket,0.5
2016-17,Ashanti,Pepper (fresh),Bunch,0.7142857143
2016-17,Ashanti,Pepper (fresh),Bundle,1.161231884
2016-17,Ashanti,Pepper (fresh),Gram,0.5
2016-17,Ashanti,Pepper (fresh),Heap,1.284387035
2016-17,Ashanti,Pepper (fresh),Margarin tin,2.098541083
2016-17,Ashanti,Pepper (fresh),Other unit,0.7232142857
2016-17,Ashanti,Pepper (fresh),Packet,2
2016-17,Ashanti,Pepper (fresh),Rolls,1
2016-17,Ashanti,Pepper (fresh),Single,0.2572622462
2016-17,Ashanti,Pepper (powder),American Tin (Olonka),7
2016-17,Ashanti,Pepper (powder),Balls,5
2016-17,Ashanti,Pepper (powder),Bowl,0.9
2016-17,Ashanti,Pepper (powder),Bundle,0.7263681592
2016-17,Ashanti,Pepper (powder),Gram,1.157738095
2016-17,Ashanti,Pepper (powder),Heap,0.7638947246
2016-17,Ashanti,Pepper (powder),Margarin tin,4.708333333
2016-17,Ashanti,Pepper (powder),Mini bag,2
2016-17,Ashanti,Pepper (powder),Other unit,1.100588235
2016-17,Ashanti,Pepper (powder),Pound,5
2016-17,Ashanti,Pepper (powder),Satchet,0.9722222222
2016-17,Ashanti,Pepper (powder),Single,0.5750749064
2016-17,Ashanti,Pepper (powder),Tin,1.125
2016-17,Ashanti,Pineapple,Gram,2
2016-17,Ashanti,Pineapple,Heap,2
2016-17,Ashanti,Pineapple,Piece,0.7
2016-17,Ashanti,Pineapple,Single,3.418560606
2016-17,Ashanti,Plantain,Balls,0.2857142857
2016-17,Ashanti,Plantain,Basket,0.6666666667
2016-17,Ashanti,Plantain,Bowl,4
2016-17,Ashanti,Plantain,Bunch,9.779268432
2016-17,Ashanti,Plantain,Bundle,7.463955026
2016-17,Ashanti,Plantain,Fanta bottle,0.4333333333
2016-17,Ashanti,Plantain,Fingers,0.9818070435
2016-17,Ashanti,Plantain,Gram,0.6
2016-17,Ashanti,Plantain,Heap,3.451052077
2016-17,Ashanti,Plantain,Litres,0.4508615567
2016-17,Ashanti,Plantain,Piece,0.7298135645
2016-17,Ashanti,Plantain,Single,1.362527776
2016-17,Ashanti,Plantain,Stick,6
2016-17,Ashanti,Plantain,Tubers,4.699153298
2016-17,Ashanti,Pork,Bowl,8
2016-17,Ashanti,Pork,Heap,9.666666667
2016-17,Ashanti,Pork,Kilogram,23.33333333
2016-17,Ashanti,Pork,Other unit,10.5
2016-17,Ashanti,Pork,Pound,11.92602041
2016-17,Ashanti,Pork,Single,2.333333333
2016-17,Ashanti,Pork (feet),Bowl,8
2016-17,Ashanti,Pork (feet),Heap,7.916666667
2016-17,Ashanti,Pork (feet),Kilogram,8.054054054
2016-17,Ashanti,Pork (feet),Pound,10
2016-17,Ashanti,Pork (feet),Single,7.3
2016-17,Ashanti,Potato,American Tin (Olonka),15
2016-17,Ashanti,Potato,Bowl,8
2016-17,Ashanti,Potato,Heap,3.333333333
2016-17,Ashanti,Potato,Single,0.6904761905
2016-17,Ashanti,Potato,Tubers,3.333333333
2016-17,Ashanti,Rice (imported),Kilogram,11.95612611
2016-17,Ashanti,Rice (imported),Margarin tin,10.69094477
2016-17,Ashanti,Rice (imported),Mini bag,48.4
2016-17,Ashanti,Rice (imported),Satchet,25.95454545
2016-17,Ashanti,Rice (local),American Tin (Olonka),22.10714286
2016-17,Ashanti,Rice (local),Bowl,13.36421569
2016-17,Ashanti,Rice (local),Kilogram,0.8
2016-17,Ashanti,Rice (local),Margarin tin,5.87252832
2016-17,Ashanti,Salmon (smoked),1000 kg /metric tonnes/tonnes,2
2016-17,Ashanti,Salmon (smoked),American Tin (Olonka),3.333333333
2016-17,Ashanti,Salmon (smoked),Basket,5
2016-17,Ashanti,Salmon (smoked),Bowl,7.848484848
2016-17,Ashanti,Salmon (smoked),Fingers,4.332930769
2016-17,Ashanti,Salmon (smoked),Gram,3.981470927
2016-17,Ashanti,Salmon (smoked),Heap,4.980654762
2016-17,Ashanti,Salmon (smoked),Millilitre,4.858974359
2016-17,Ashanti,Salmon (smoked),Packet,1.666666667
2016-17,Ashanti,Salmon (smoked),Piece,2.455661281
2016-17,Ashanti,Salmon (smoked),Pound,11
2016-17,Ashanti,Salmon (smoked),Satchet,2
2016-17,Ashanti,Salmon (smoked),Single,3.503950579
2016-17,Ashanti,Salt,American Tin (Olonka),13.66666667
2016-17,Ashanti,Salt,Balls,0.5
2016-17,Ashanti,Salt,Bowl,1.216666667
2016-17,Ashanti,Salt,Bundle,0.5
2016-17,Ashanti,Salt,Gram,0.637037037
2016-17,Ashanti,Salt,Heap,0.5708869702
2016-17,Ashanti,Salt,Margarin tin,1.383333333
2016-17,Ashanti,Salt,Mini bag,0.8
2016-17,Ashanti,Salt,Other unit,0.5346135609
2016-17,Ashanti,Salt,Packet,1.4832
2016-17,Ashanti,Salt,Piece,0.8933333333
2016-17,Ashanti,Salt,Satchet,1.236864354
2016-17,Ashanti,Salt,Single,0.7654235145
2016-17,Ashanti,Salt,Tin,1.166666667
2016-17,Ashanti,Sausage (beef),Gram,4
2016-17,Ashanti,Sausage (beef),Packet,7.3125
2016-17,Ashanti,Sausage (beef),Single,4.166666667
2016-17,Ashanti,Sausage (chicken),Gram,5
2016-17,Ashanti,Sausage (chicken),Packet,6.666666667
2016-17,Ashanti,Sausage (chicken),Piece,3.5
2016-17,Ashanti,Sausage (chicken),Satchet,4.75
2016-17,Ashanti,Sausage (chicken),Single,4.25
2016-17,Ashanti,Sausage (pork),Packet,4.4
2016-17,Ashanti,Shallot,Bowl,7.5
2016-17,Ashanti,Shallot,Heap,2.583333333
2016-17,Ashanti,Shallot,Single,0.2916666667
2016-17,Ashanti,Shea Butter,Balls,1.312698413
2016-17,Ashanti,Shea Butter,Bowl,4
2016-17,Ashanti,Shea Butter,Gram,1.888888889
2016-17,Ashanti,Shea Butter,Heap,1
2016-17,Ashanti,Shea Butter,Piece,0.5
2016-17,Ashanti,Shea Butter,Single,2.142857143
2016-17,Ashanti,Shrimp,Heap,1.821759259
2016-17,Ashanti,Shrimp,Single,8
2016-17,Ashanti,Shrimp,Tin,1
2016-17,Ashanti,Snail,Heap,4.133333333
2016-17,Ashanti,Snail,Single,3.282885675
2016-17,Ashanti,Soft Drinks,Box/Carton,25
2016-17,Ashanti,Soft Drinks,Crate,33.18518519
2016-17,Ashanti,Soft Drinks,Dozen,2
2016-17,Ashanti,Soft Drinks,Fanta bottle,1.698245614
2016-17,Ashanti,Soft Drinks,Gram,1.5
2016-17,Ashanti,Soft Drinks,Litres,6.853968254
2016-17,Ashanti,Soft Drinks,Millilitre,1.8025
2016-17,Ashanti,Soft Drinks,Other unit,4
2016-17,Ashanti,Soft Drinks,Packet,20
2016-17,Ashanti,Soft Drinks,Piece,1.75
2016-17,Ashanti,Soft Drinks,Single,2.067701225
2016-17,Ashanti,Soft Drinks,Tin,8.166666667
2016-17,Ashanti,Spaghetti,Packet,2.307287157
2016-17,Ashanti,Spaghetti,Satchet,2.125
2016-17,Ashanti,Spaghetti,Single,2.074780702
2016-17,Ashanti,Spinach,Bundle,1.589248971
2016-17,Ashanti,Spinach,Heap,3.591509434
2016-17,Ashanti,Sugar (cubed),Box/Carton,5.19
2016-17,Ashanti,Sugar (cubed),Heap,0.6
2016-17,Ashanti,Sugar (cubed),Margarin tin,2.175
2016-17,Ashanti,Sugar (cubed),Packet,8
2016-17,Ashanti,Sugar (cubed),Single,1.575
2016-17,Ashanti,Sugar (granulated),American Tin (Olonka),9.714285714
2016-17,Ashanti,Sugar (granulated),Bowl,0.45
2016-17,Ashanti,Sugar (granulated),Bundle,0.8977777778
2016-17,Ashanti,Sugar (granulated),Gram,0.4823809524
2016-17,Ashanti,Sugar (granulated),Heap,0.5434241815
2016-17,Ashanti,Sugar (granulated),Loaf,1
2016-17,Ashanti,Sugar (granulated),Margarin tin,2.084608325
2016-17,Ashanti,Sugar (granulated),Other unit,0.452016129
2016-17,Ashanti,Sugar (granulated),Piece,0.2
2016-17,Ashanti,Sugar (granulated),Pound,4.090909091
2016-17,Ashanti,Sugar (granulated),Single,0.7174256023
2016-17,Ashanti,Sugar (granulated),Tin,1.999404762
2016-17,Ashanti,Sugar Bread,Loaf,2.507236535
2016-17,Ashanti,Sugar Bread,Piece,1.071428571
2016-17,Ashanti,Sweet Pepper,American Tin (Olonka),8
2016-17,Ashanti,Sweet Pepper,Heap,1.575
2016-17,Ashanti,Sweet Pepper,Piece,0.75
2016-17,Ashanti,Sweet Pepper,Single,0.7649944568
2016-17,Ashanti,Sweet Potato,Basket,0
2016-17,Ashanti,Taro,Heap,7.5
2016-17,Ashanti,Taro,Single,3.625
2016-17,Ashanti,Taro,Tubers,4.191798942
2016-17,Ashanti,Tea bag,Balls,0.2
2016-17,Ashanti,Tea bag,Bowl,5
2016-17,Ashanti,Tea bag,Box/Carton,4.811494253
2016-17,Ashanti,Tea bag,Gram,0.2
2016-17,Ashanti,Tea bag,Maxi bag,0.2
2016-17,Ashanti,Tea bag,Millilitre,0.225
2016-17,Ashanti,Tea bag,Packet,5.585
2016-17,Ashanti,Tea bag,Satchet,0.2
2016-17,Ashanti,Tea bag,Single,0.5248145555
2016-17,Ashanti,Tilapia,Bowl,32.5
2016-17,Ashanti,Tilapia,Box/Carton,170
2016-17,Ashanti,Tilapia,Gram,3.75
2016-17,Ashanti,Tilapia,Heap,15
2016-17,Ashanti,Tilapia,Millilitre,2
2016-17,Ashanti,Tilapia,Single,8.624544315
2016-17,Ashanti,Tomato (fresh),American Tin (Olonka),12.36473463
2016-17,Ashanti,Tomato (fresh),Balls,0.4230826786
2016-17,Ashanti,Tomato (fresh),Basket,1
2016-17,Ashanti,Tomato (fresh),Beer bottle,3.666666667
2016-17,Ashanti,Tomato (fresh),Bowl,4.87666714
2016-17,Ashanti,Tomato (fresh),Bucket,11.125
2016-17,Ashanti,Tomato (fresh),Bunch,0.75
2016-17,Ashanti,Tomato (fresh),Fingers,0.2
2016-17,Ashanti,Tomato (fresh),Gram,0.2160130719
2016-17,Ashanti,Tomato (fresh),Heap,1.85560026
2016-17,Ashanti,Tomato (fresh),Millilitre,0.4
2016-17,Ashanti,Tomato (fresh),Other unit,6.666666667
2016-17,Ashanti,Tomato (fresh),Packet,2
2016-17,Ashanti,Tomato (fresh),Piece,0.2797662187
2016-17,Ashanti,Tomato (fresh),Satchet,0.6
2016-17,Ashanti,Tomato (fresh),Single,0.3851477007
2016-17,Ashanti,Tomato (fresh),Tubers,0.6583333333
2016-17,Ashanti,Tomato (paste),American Tin (Olonka),19
2016-17,Ashanti,Tomato (paste),Blister / Strip,2
2016-17,Ashanti,Tomato (paste),Bowl,7.9
2016-17,Ashanti,Tomato (paste),Box/Carton,43
2016-17,Ashanti,Tomato (paste),Gram,1.792309942
2016-17,Ashanti,Tomato (paste),Heap,1.16969697
2016-17,Ashanti,Tomato (paste),Kilogram,3
2016-17,Ashanti,Tomato (paste),Margarin tin,1.566666667
2016-17,Ashanti,Tomato (paste),Maxi bag,1.5
2016-17,Ashanti,Tomato (paste),Other unit,4.41
2016-17,Ashanti,Tomato (paste),Packet,0.7571428571
2016-17,Ashanti,Tomato (paste),Piece,0.68
2016-17,Ashanti,Tomato (paste),Satchet,0.9614478324
2016-17,Ashanti,Tomato (paste),Set,0.7
2016-17,Ashanti,Tomato (paste),Single,1.978027672
2016-17,Ashanti,Tomato (paste),Tin,2.651823594
2016-17,Ashanti,Tuna (processed),Margarin tin,3.166666667
2016-17,Ashanti,Tuna (processed),Single,5.25
2016-17,Ashanti,Tuna (processed),Tin,4.015740741
2016-17,Ashanti,Water,1000 kg /metric tonnes/tonnes,0.1
2016-17,Ashanti,Water,Balls,0.9512820513
2016-17,Ashanti,Water,Bowl,3.5
2016-17,Ashanti,Water,Box/Carton,17.35551215
2016-17,Ashanti,Water,Bunch,4
2016-17,Ashanti,Water,Fingers,3
2016-17,Ashanti,Water,Heap,1.555555556
2016-17,Ashanti,Water,Litres,1.566666667
2016-17,Ashanti,Water,Loaf,0.2
2016-17,Ashanti,Water,Maxi bag,3.217857143
2016-17,Ashanti,Water,Millilitre,0.1166666667
2016-17,Ashanti,Water,Mini bag,4
2016-17,Ashanti,Water,Other unit,2.864872504
2016-17,Ashanti,Water,Packet,2.888403728
2016-17,Ashanti,Water,Piece,1.662509903
2016-17,Ashanti,Water,Pound,3
2016-17,Ashanti,Water,Satchet,1.325460645
2016-17,Ashanti,Water,Set,2.75
2016-17,Ashanti,Water,Single,0.4576709469
2016-17,Ashanti,Water Yam,Bowl,8.5
2016-17,Ashanti,Water Yam,Heap,5
2016-17,Ashanti,Water Yam,Single,5
2016-17,Ashanti,Water Yam,Tubers,5.660666667
2016-17,Ashanti,Watermelon,Balls,5.482142857
2016-17,Ashanti,Watermelon,Bowl,3.541666667
2016-17,Ashanti,Watermelon,Bunch,5
2016-17,Ashanti,Watermelon,Gram,2.166666667
2016-17,Ashanti,Watermelon,Heap,1
2016-17,Ashanti,Watermelon,Other unit,1.341397849
2016-17,Ashanti,Watermelon,Piece,1.539215686
2016-17,Ashanti,Watermelon,Single,4.806010929
2016-17,Ashanti,Wheat Flour,Margarin tin,6.158333333
2016-17,Ashanti,Wheat Flour,Packet,11.25
2016-17,Ashanti,Whisky,Other unit,3.5
2016-17,Ashanti,White Oats,Other unit,9
2016-17,Ashanti,White Oats,Packet,5.687457045
2016-17,Ashanti,White Oats,Plate (food),3
2016-17,Ashanti,White Oats,Satchet,5.416666667
2016-17,Ashanti,White Oats,Single,6.25
2016-17,Ashanti,White Oats,Tin,12
2016-17,Ashanti,Wine,Beer bottle,1.75
2016-17,Ashanti,Wine,Bowl,0.5
2016-17,Ashanti,Wine,Litres,3
2016-17,Ashanti,Wine,Other unit,2.5
2016-17,Ashanti,Wine,Single,22.5
2016-17,Ashanti,Wine,Tot (25mls),1
2016-17,Ashanti,Yam,Bowl,10
2016-17,Ashanti,Yam,Heap,11.83877507
2016-17,Ashanti,Yam,Loaf,6.666666667
2016-17,Ashanti,Yam,Packet,2
2016-17,Ashanti,Yam,Piece,3.833333333
2016-17,Ashanti,Yam,Rolls,10
2016-17,Ashanti,Yam,Single,7.220833333
2016-17,Ashanti,Yam,Tubers,5.617795346
2016-17,Ashanti,Yam,Yards,5.833333333
2016-17,Ashanti,Yoghurt,Gram,1
2016-17,Ashanti,Yoghurt,Millilitre,1
2016-17,Ashanti,Yoghurt,Packet,1
2016-17,Ashanti,Yoghurt,Piece,1.007936508
2016-17,Ashanti,Yoghurt,Satchet,0.9783783784
2016-17,Ashanti,Yoghurt,Single,1.008890797
2016-17,Ashanti,Yoghurt,Tin,1
2016-17,Brong Ahafo,Agushie Seed,American Tin (Olonka),8.5
2016-17,Brong Ahafo,Agushie Seed,Bowl,6.666666667
2016-17,Brong Ahafo,Agushie Seed,Gram,0.01785714286
2016-17,Brong Ahafo,Agushie Seed,Heap,1.375
2016-17,Brong Ahafo,Agushie Seed,Margarin tin,2.61177882
2016-17,Brong Ahafo,Agushie Seed,Other unit,1.090909091
2016-17,Brong Ahafo,Agushie Seed,Piece,0.6666666667
2016-17,Brong Ahafo,Agushie Seed,Satchet,1.5
2016-17,Brong Ahafo,Agushie Seed,Single,3
2016-17,Brong Ahafo,Akpeteshie,Beer bottle,7.207179487
2016-17,Brong Ahafo,Akpeteshie,Fanta bottle,3.418506494
2016-17,Brong Ahafo,Akpeteshie,Fingers,3
2016-17,Brong Ahafo,Akpeteshie,Litres,4
2016-17,Brong Ahafo,Akpeteshie,Piece,0.5
2016-17,Brong Ahafo,Akpeteshie,Satchet,0.5
2016-17,Brong Ahafo,Akpeteshie,Tot (25mls),0.80370767
2016-17,Brong Ahafo,Apple,Balls,1.888888889
2016-17,Brong Ahafo,Apple,Millilitre,1.666666667
2016-17,Brong Ahafo,Apple,Single,1.522706784
2016-17,Brong Ahafo,Avocado,Heap,2
2016-17,Brong Ahafo,Avocado,Other unit,1
2016-17,Brong Ahafo,Avocado,Single,2.4673447
2016-17,Brong Ahafo,Bambara Bean,American Tin (Olonka),5.5
2016-17,Brong Ahafo,Bambara Bean,Bowl,5.184210526
2016-17,Brong Ahafo,Banana,Blister / Strip,0.1666666667
2016-17,Brong Ahafo,Banana,Bowl,5
2016-17,Brong Ahafo,Banana,Bunch,4.039344262
2016-17,Brong Ahafo,Banana,Fingers,0.321634429
2016-17,Brong Ahafo,Banana,Heap,3
2016-17,Brong Ahafo,Banana,Single,0.4874999995
2016-17,Brong Ahafo,Beef,Gram,0.01
2016-17,Brong Ahafo,Beef,Heap,6.022373228
2016-17,Brong Ahafo,Beef,Kilogram,9.857142857
